2.697602420571860282e+00	2.403650477389384754e+00	2.147045246550804087e+00	1.739779190181153679e+00	1.633117736826234401e+00	1.510838495953737093e+00	1.406415532455133954e+00	1.251144296798337718e+00	1.319824672062818394e+00	1.186874542344684924e+00	1.057747738644450708e+00	1.034500321844499471e+00	9.562422696433339198e-01	9.207768814211153563e-01	8.573353637947895844e-01	8.155509371539362284e-01	7.896130523581230687e-01	7.231021549676664995e-01	7.262320303565334978e-01	7.036205011522792541e-01	6.766858261119675921e-01	6.449391316348613845e-01	6.238583202600628264e-01	6.296846114242495851e-01	5.974477164244434979e-01	5.987037635874847830e-01	5.756021562328135222e-01	6.139868695252147512e-01	6.095431335806038575e-01	6.115375077584834784e-01	6.054408785282435757e-01	6.392769359612273661e-01	6.916250935406476064e-01	6.650309728515441110e-01	6.866832485464327007e-01	7.058919924991738926e-01	6.711760646087606696e-01	6.424909342208494634e-01	6.256434110883003497e-01	6.352677369772761207e-01
2.403650477389384754e+00	2.135360961152475312e+00	1.935501248707716782e+00	1.688937792825413897e+00	1.597791564728282987e+00	1.447151017596605138e+00	1.357799649931290542e+00	1.225298659589994621e+00	1.229738999364820673e+00	1.154275689961176576e+00	1.073522803715854623e+00	9.846480116673790306e-01	9.325792597067827927e-01	8.665005555157337946e-01	8.352277587969922923e-01	7.941309330642200015e-01	7.502422840746381105e-01	7.322655264320364621e-01	7.063651623853202111e-01	6.999679833375394011e-01	6.793368491767488582e-01	6.715251026716888560e-01	6.382632148522878746e-01	6.483256474036345196e-01	6.297559843373978783e-01	6.198878696660594656e-01	5.912631441623178441e-01	6.457143161969185474e-01	6.543278585911436185e-01	6.425646547255322583e-01	6.605436962445464522e-01	6.696908603658325854e-01	6.717551533153476306e-01	7.021490944805499623e-01	7.045261906840315502e-01	7.292856751132010817e-01	7.133515008240033373e-01	7.015557256184794532e-01	6.459767392704376388e-01	6.437894212210015787e-01
2.147045246550804087e+00	1.935501248707716782e+00	1.798724668707594176e+00	1.662037180379534629e+00	1.541198502115833202e+00	1.410139528246594942e+00	1.413878005283518036e+00	1.205269652492153565e+00	1.192750657078238463e+00	1.118892538616462984e+00	1.085840264521067189e+00	9.935354773735983747e-01	9.864734461003679122e-01	8.978219562347424798e-01	8.436296655869621741e-01	8.328732183082417917e-01	7.747977555643409397e-01	7.666797641789114826e-01	7.589709005524000185e-01	7.436283671276612273e-01	7.049864335129333304e-01	6.968410031336997879e-01	6.761097819955587118e-01	6.978133434981549366e-01	6.624855245173254525e-01	6.443905367675064610e-01	6.150207135235141731e-01	6.776694928506528104e-01	6.886752351882904355e-01	6.866133758207393356e-01	6.986982381929919272e-01	7.248400030374160252e-01	7.096544762815624185e-01	7.752951030874132288e-01	7.479737308406653185e-01	7.346087682304182076e-01	7.276377152978938945e-01	7.207581275991374881e-01	7.112688137478730965e-01	6.810955335534767396e-01
1.739779190181153679e+00	1.688937792825413897e+00	1.662037180379534629e+00	1.670748922140095294e+00	1.600087803793221575e+00	1.472468708040942875e+00	1.282348350461006925e+00	1.188922010208865121e+00	1.127656311328030903e+00	1.101466512333262537e+00	1.063153272990751574e+00	9.664114165497978970e-01	9.365201147088659805e-01	8.904195115618276368e-01	8.268332434027044764e-01	8.368958974844091792e-01	8.362005223073565308e-01	7.950721649203692509e-01	7.901050101673213755e-01	7.563178534931306318e-01	7.586061095923540831e-01	7.222657934908185418e-01	7.023078894734906541e-01	7.336581642574421247e-01	6.914738285863392120e-01	7.112141951272989981e-01	6.898707568443657179e-01	7.124199796178012356e-01	6.908412942773055621e-01	7.264624415706409932e-01	6.886349406931647765e-01	7.115791512981461953e-01	7.130057380731581462e-01	7.277013575127102563e-01	7.344533053831687752e-01	7.036951410243554861e-01	7.052544309864752226e-01	6.516037498436474396e-01	6.586204150572068095e-01	6.303707742499106148e-01
1.633117736826234401e+00	1.597791564728282987e+00	1.541198502115833202e+00	1.600087803793221575e+00	1.485004295884875036e+00	1.368413422511063793e+00	1.268752952824854452e+00	1.183167091125375325e+00	1.153444866892924026e+00	1.105800744563946836e+00	1.050742717487318068e+00	1.024165856726512391e+00	9.471210550517169535e-01	9.268301731960780776e-01	8.780136103774620615e-01	8.580451307273225803e-01	8.362218769493418025e-01	8.040726829710521661e-01	8.101859390153411944e-01	7.948865402654318180e-01	7.738339769865272277e-01	7.662059496588016216e-01	7.689177409684700981e-01	7.709216393210152063e-01	7.681193450292861380e-01	7.437048522083582469e-01	7.489941572685238080e-01	7.450744130334677751e-01	7.297847818849801937e-01	7.439286456954203874e-01	7.487107258531199294e-01	7.490028427934838362e-01	7.159758512198726166e-01	7.285592815882230289e-01	7.306895084608969748e-01	6.927545802975622058e-01	7.180628688659410619e-01	6.837701452937980928e-01	6.910509083666619423e-01	6.681776802520644765e-01
1.510838495953737093e+00	1.447151017596605138e+00	1.410139528246594942e+00	1.472468708040942875e+00	1.368413422511063793e+00	1.297038766944761612e+00	1.214056793298418313e+00	1.159365623177187610e+00	1.114749610557854487e+00	1.102921821643608302e+00	1.045748648603995523e+00	9.962293834685918004e-01	9.499278300796680785e-01	9.205267882101467736e-01	8.879634035817262072e-01	8.748680069172564133e-01	8.204206630199388783e-01	8.126279224207761942e-01	8.234869537898998892e-01	8.115689523977964726e-01	7.895441203073189085e-01	7.739836061636451436e-01	7.573039633705989093e-01	8.146768538762207967e-01	7.563078562609834021e-01	7.670393851196415369e-01	7.372885563214635063e-01	7.303602553740302650e-01	7.398510844079574378e-01	7.491277712437353076e-01	7.484146396434805393e-01	7.680277211395437620e-01	7.510320232850176136e-01	7.410743665242084388e-01	7.340387832851723582e-01	7.214119277710173694e-01	7.292201142006404790e-01	6.942553905232418110e-01	7.030146845616038753e-01	7.041905578434468627e-01
1.406415532455133954e+00	1.357799649931290542e+00	1.413878005283518036e+00	1.282348350461006925e+00	1.268752952824854452e+00	1.214056793298418313e+00	1.190122766967985468e+00	1.132430858170651700e+00	1.095505718649286919e+00	1.082664511269708640e+00	1.034384108265451463e+00	1.005589484868375738e+00	9.480830868855835147e-01	9.103898813727063777e-01	9.082706494614042336e-01	8.731171626685541032e-01	8.508489165134796028e-01	8.342989423625959411e-01	8.457618311016211754e-01	8.372509856933745276e-01	8.107919176742205414e-01	7.799366659843700589e-01	7.853827651614577743e-01	8.130589228459516038e-01	7.860611017141012624e-01	7.626394497014766793e-01	7.635154145450983032e-01	7.567076217845550845e-01	7.787229022896331454e-01	7.499371816307588423e-01	7.745082271074447133e-01	7.826684892168815910e-01	7.794338424045895719e-01	7.552821108447025367e-01	7.652601496887310173e-01	7.345056519817105833e-01	7.564541996628507681e-01	7.324038249756351648e-01	7.335125799590270779e-01	7.560072893140772354e-01
1.251144296798337718e+00	1.225298659589994621e+00	1.205269652492153565e+00	1.188922010208865121e+00	1.183167091125375325e+00	1.159365623177187610e+00	1.132430858170651700e+00	1.107003931171946398e+00	1.084150830156144441e+00	1.064851371631265309e+00	1.021072093326412134e+00	9.994865058108635125e-01	9.466526402014870945e-01	9.224336479062456018e-01	9.006396633707144384e-01	8.914740764230718595e-01	8.585346858823146299e-01	8.527172060717239654e-01	8.561365091716475195e-01	8.216958970564172127e-01	8.288592195881747671e-01	7.955327171581803025e-01	8.114140969950206506e-01	7.985687049990412012e-01	7.885140857483696752e-01	7.616965453445661005e-01	7.539082440600662904e-01	7.659953147368593340e-01	7.828229206497182568e-01	7.652742508309255953e-01	7.969554853737175204e-01	7.925975243943071957e-01	7.696016865980690458e-01	7.904078632623249279e-01	7.759787092960253041e-01	7.472468172606144821e-01	7.668160757813358153e-01	7.464714755083006192e-01	7.771809345700138039e-01	7.974857373347301603e-01
1.319824672062818394e+00	1.229738999364820673e+00	1.192750657078238463e+00	1.127656311328030903e+00	1.153444866892924026e+00	1.114749610557854487e+00	1.095505718649286919e+00	1.084150830156144441e+00	1.047712734482459052e+00	1.030356370783515940e+00	1.019693028132915513e+00	9.984179333766891595e-01	9.441435271816925878e-01	9.214869797245125449e-01	9.143335802728438377e-01	8.975210914759835790e-01	8.951356508605883278e-01	8.496426374932251058e-01	8.539867470745806655e-01	8.392820712650735926e-01	8.115089804261531592e-01	8.080240444899551289e-01	8.088077704941618595e-01	8.293308048722908277e-01	8.127197897618568811e-01	8.139424312036042108e-01	7.855612740792879967e-01	8.079657286341274114e-01	8.098291006871117803e-01	7.902674635864735952e-01	8.153770291305719731e-01	8.210691026298948536e-01	7.864761267070615736e-01	8.096238187496437311e-01	8.068445701325434039e-01	7.726706278794537308e-01	7.963562315938238489e-01	7.820916282760213001e-01	7.988303161651685302e-01	8.270162067173640885e-01
1.186874542344684924e+00	1.154275689961176576e+00	1.118892538616462984e+00	1.101466512333262537e+00	1.105800744563946836e+00	1.102921821643608302e+00	1.082664511269708640e+00	1.064851371631265309e+00	1.030356370783515940e+00	1.032644120125112197e+00	1.022244058353058982e+00	9.858463175127866185e-01	9.570051120783772403e-01	9.392884343388937518e-01	9.244386049510970871e-01	9.131852299610709878e-01	9.222956039200362888e-01	9.072935469326054436e-01	8.728071513653625768e-01	9.159148233555718388e-01	8.744098864889051637e-01	8.654379128876918958e-01	8.731816804305245761e-01	8.847546328356383771e-01	9.037497753715997284e-01	8.199993531474778496e-01	8.435357797760795195e-01	8.353183802480984577e-01	8.498211958658418164e-01	8.585383398267953936e-01	8.270798808223879250e-01	8.516757176795102247e-01	8.362756288777728475e-01	8.541660942763485975e-01	8.345635583162082094e-01	8.178115115904186494e-01	8.435994338844704510e-01	8.074517596218668825e-01	8.556599347151302437e-01	8.468121578079170764e-01
1.057747738644450708e+00	1.073522803715854623e+00	1.085840264521067189e+00	1.063153272990751574e+00	1.050742717487318068e+00	1.045748648603995523e+00	1.034384108265451463e+00	1.021072093326412134e+00	1.019693028132915513e+00	1.022244058353058982e+00	1.022991675162292946e+00	9.954968130822388073e-01	9.676537200548394058e-01	9.553136427604166370e-01	9.420701076658970496e-01	9.447758584000697235e-01	9.235480517610683560e-01	8.865096395523556216e-01	8.947121020372557076e-01	8.839155789204150571e-01	8.748917227716284106e-01	8.738375856855504775e-01	8.924667730178630354e-01	8.896832090581392460e-01	8.629638802493903027e-01	8.571116829993802311e-01	8.526469970646561869e-01	8.665940766314562671e-01	8.501458685656566594e-01	8.714411719593957439e-01	8.591073585504682697e-01	8.823111808625236918e-01	8.511191830350399723e-01	8.788726534057462736e-01	8.363778237030446983e-01	8.529833189338765775e-01	8.536011310851736589e-01	8.510082285356593834e-01	8.964952112318543831e-01	8.982796447916622240e-01
1.034500321844499471e+00	9.846480116673790306e-01	9.935354773735983747e-01	9.664114165497978970e-01	1.024165856726512391e+00	9.962293834685918004e-01	1.005589484868375738e+00	9.994865058108635125e-01	9.984179333766891595e-01	9.858463175127866185e-01	9.954968130822388073e-01	9.978944217985922238e-01	9.656384929830601482e-01	9.643845638164751932e-01	9.666724594552627003e-01	9.542557965140399112e-01	9.459591556406184987e-01	9.238191895938031584e-01	9.321642066930316828e-01	9.115873816307159538e-01	8.989957560714386675e-01	8.954970071261507680e-01	9.071427970389966955e-01	9.075864672655100662e-01	8.923980328090810321e-01	9.024887652501796254e-01	8.740445301267467659e-01	8.735625487666114353e-01	8.962489682304266569e-01	8.740277990479224934e-01	9.045911733550390244e-01	8.991095422059375286e-01	8.903876000257572310e-01	9.228829580445385705e-01	9.044990326902377920e-01	8.816380577149202091e-01	8.904517258582073103e-01	8.742447519335958539e-01	8.998018293609156837e-01	9.188891471339221129e-01
9.562422696433339198e-01	9.325792597067827927e-01	9.864734461003679122e-01	9.365201147088659805e-01	9.471210550517169535e-01	9.499278300796680785e-01	9.480830868855835147e-01	9.466526402014870945e-01	9.441435271816925878e-01	9.570051120783772403e-01	9.676537200548394058e-01	9.656384929830601482e-01	9.486206393712811602e-01	9.408423007458965870e-01	9.431423380061476625e-01	9.554024785046821844e-01	9.482636728232848311e-01	9.312903705969362012e-01	9.275487661005541451e-01	9.242223237677894554e-01	9.131839280228032374e-01	8.868730409534083536e-01	9.117820728958794252e-01	9.269699407934752777e-01	9.096527722457160570e-01	9.060783903009295148e-01	8.952979672480240181e-01	8.902681090746942250e-01	8.913082013994485520e-01	8.890789180707614481e-01	8.996624382518321195e-01	9.242078822719669295e-01	9.237274718366825788e-01	8.965268324605527583e-01	9.345894448012096456e-01	9.206309011046661661e-01	9.159402611578050246e-01	8.987290252039678018e-01	9.497969996404237447e-01	9.482099878443028818e-01
